,geographic_name,site_type,longitude,latitude,geometry,date_mod,geo_database,google_maps,open_street_maps,aerial_photograph,cartographic_sheet,dictionary
645,llano grande,,-75.33092022266746,3.7961450763869524,POINT Z (-75.33092022266746 3.796145076386952 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
646,el diviso,,-75.33128153274433,3.794982822546367,POINT Z (-75.33128153274433 3.794982822546367 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
647,los mandarinos,,-75.332518516467,3.792543820868305,POINT Z (-75.332518516467 3.792543820868305 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
648,el recuerdo,,-75.33283127752755,3.7916120960740614,POINT Z (-75.33283127752755 3.791612096074061 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
649,san josé,,-75.33457106401681,3.7864020231659983,POINT Z (-75.33457106401681 3.786402023165998 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
650,taravita,,-75.33460601590318,3.7853391342281935,POINT Z (-75.33460601590318 3.785339134228193 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
651,los llanos,,-75.33568173642068,3.7849344222610855,POINT Z (-75.33568173642068 3.784934422261085 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
652,la meseta,,-75.33633719331782,3.7840538772616075,POINT Z (-75.33633719331782 3.784053877261607 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
653,el diviso,,-75.41864051607016,3.864833722812171,POINT Z (-75.41864051607016 3.864833722812171 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
654,la florida,,-75.41656282219706,3.861024982651974,POINT Z (-75.41656282219706 3.861024982651974 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
655,el horizonte,,-75.42245691209449,3.859835317521842,POINT Z (-75.42245691209449 3.859835317521842 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
656,la bella,,-75.4097032032829,3.8510180194549544,POINT Z (-75.4097032032829 3.851018019454954 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
657,el consuelo,,-75.42056880308918,3.8428711244091867,POINT Z (-75.42056880308918 3.842871124409187 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
658,la unión,,-75.4254373484981,3.841337969015103,POINT Z (-75.42543734849809 3.841337969015103 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
659,los naranjos,,-75.42063683161416,3.8509080285069786,POINT Z (-75.42063683161416 3.850908028506979 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
660,el madroño,,-75.41115026086933,3.85219586035895,POINT Z (-75.41115026086933 3.85219586035895 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,True
661,la estrella,,-75.4236745399072,3.8463129200728288,POINT Z (-75.4236745399072 3.846312920072829 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
662,la esperanza,,-75.42430313305559,3.843108527248569,POINT Z (-75.42430313305559 3.843108527248569 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
663,el diamante,,-75.41859447815716,3.852730407133723,POINT Z (-75.41859447815716 3.852730407133723 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
664,el oriente,,-75.41911163949428,3.8491655387328008,POINT Z (-75.41911163949428 3.849165538732801 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
665,la puñada,,-75.42498184470637,3.844923948536154,POINT Z (-75.42498184470637 3.844923948536154 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
666,picota la puente,,-75.3344779682656,3.86586967273141,POINT Z (-75.3344779682656 3.86586967273141 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
667,la virginia,,-75.40598490833459,3.847220162071742,POINT Z (-75.40598490833459 3.847220162071742 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
668,el placer,,-75.39005365672107,3.8509596403414945,POINT Z (-75.39005365672107 3.850959640341495 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
669,miramar,,-75.3905078942223,3.8488143527794363,POINT Z (-75.3905078942223 3.848814352779436 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
670,san isidro,,-75.38784416855378,3.8521885310067883,POINT Z (-75.38784416855378 3.852188531006788 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
671,el rastrojo,,-75.40587978202298,3.8408823504484717,POINT Z (-75.40587978202298 3.840882350448472 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
672,la arboleda,,-75.40672181996293,3.84298731166856,POINT Z (-75.40672181996293 3.84298731166856 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
673,el guamito,,-75.42330135487529,3.8440355974850817,POINT Z (-75.42330135487529 3.844035597485082 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
674,vista hermosa,,-75.41428111886246,3.8497300385275506,POINT Z (-75.41428111886246 3.849730038527551 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
675,las violetas,,-75.41638948997029,3.8507291073606282,POINT Z (-75.41638948997029 3.850729107360628 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
676,la esperanza,,-75.4029542030572,3.847454668758866,POINT Z (-75.40295420305721 3.847454668758866 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
677,el diviso,,-75.40224575594156,3.845445235472561,POINT Z (-75.40224575594156 3.845445235472561 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
678,castañal,,-75.36972126412175,3.824710128633124,POINT Z (-75.36972126412175 3.824710128633124 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
679,la salida,,-75.3903096250057,3.846940540818251,POINT Z (-75.3903096250057 3.846940540818251 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
680,la alvecia,,-75.37375411738357,3.8483563534745695,POINT Z (-75.37375411738357 3.84835635347457 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
681,los guasimos,,-75.34936990781796,3.790367055051154,POINT Z (-75.34936990781796 3.790367055051154 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
682,el clavel,,-75.4116194268551,3.782135256176553,POINT Z (-75.4116194268551 3.782135256176553 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,True
683,el campamento,,-75.38618038508545,3.7879077725171735,POINT Z (-75.38618038508545 3.787907772517173 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
684,la bella,,-75.42658711866947,3.8414661480704893,POINT Z (-75.42658711866947 3.841466148070489 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
685,francia,,-75.4267030110097,3.8475410776447503,POINT Z (-75.42670301100971 3.84754107764475 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
686,ola estación,,-75.42501383442529,3.8469162179390937,POINT Z (-75.42501383442529 3.846916217939094 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
687,mayo,,-75.38709631175958,3.8542511946690974,POINT Z (-75.38709631175958 3.854251194669097 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
688,las hermosas,,-75.40186809800011,3.869809082337276,POINT Z (-75.40186809800011 3.869809082337276 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
689,la profunda,,-75.39398797951281,3.8714163700401736,POINT Z (-75.39398797951281 3.871416370040174 0),2015-03-05T00:00:00+00:00,True,False,False,False,False,False
690,tetuán calarca,,-75.41799220695216,3.767927596988764,POINT Z (-75.41799220695216 3.767927596988764 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
691,la esperanza,,-75.42072499399433,3.7661181037680334,POINT Z (-75.42072499399433 3.766118103768033 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
692,la ficha,,-75.42211713545228,3.766686160368998,POINT Z (-75.42211713545228 3.766686160368998 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
693,la mesita,,-75.42765956987918,3.7664427649230965,POINT Z (-75.42765956987918 3.766442764923096 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
694,la uníon,,-75.41929052247878,3.774237471414667,POINT Z (-75.41929052247878 3.774237471414667 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
695,las brisas,,-75.4240962524748,3.738332001983184,POINT Z (-75.4240962524748 3.738332001983184 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
696,versalles,,-75.30256373450017,3.7483097571852255,POINT Z (-75.30256373450017 3.748309757185226 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
697,pital,,-75.30133261436514,3.7615197515286796,POINT Z (-75.30133261436514 3.76151975152868 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
698,la pradera,,-75.30502389114336,3.7712709600239633,POINT Z (-75.30502389114336 3.771270960023963 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
699,la palizada,,-75.30485440013086,3.7719130707842923,POINT Z (-75.30485440013086 3.771913070784292 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
700,la calera,,-75.30215792702779,3.7729296111391144,POINT Z (-75.30215792702779 3.772929611139114 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
701,el guayabal,,-75.30472810559793,3.7729830306284513,POINT Z (-75.30472810559793 3.772983030628451 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
702,el palmar,,-75.30399181590353,3.7744675044200062,POINT Z (-75.30399181590353 3.774467504420006 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
703,las manas,,-75.30208164627713,3.7792913632886136,POINT Z (-75.30208164627713 3.779291363288614 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
704,el rodeo,,-75.3014705451043,3.7789213697768664,POINT Z (-75.30147054510429 3.778921369776866 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
705,el salado,,-75.30011149144694,3.77170581492694,POINT Z (-75.30011149144694 3.77170581492694 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
706,el recreo,,-75.30093286501753,3.7701356399497206,POINT Z (-75.30093286501753 3.770135639949721 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
707,la buitrera,,-75.3012125269709,3.767040005285694,POINT Z (-75.3012125269709 3.767040005285694 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
708,hacienda guasimal,Hacienda,-75.30492710002004,3.6913083795286807,POINT Z (-75.30492710002004 3.691308379528681 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
709,la bajada,,-75.30198016331133,3.6958911372314107,POINT Z (-75.30198016331133 3.695891137231411 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
710,ajisal,,-75.31055085973345,3.7229946239382565,POINT Z (-75.31055085973345 3.722994623938257 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
711,las tapias,,-75.41843219556718,3.729083842275418,POINT Z (-75.41843219556718 3.729083842275418 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
712,verbenales,,-75.29341734665653,3.7261137647208735,POINT Z (-75.29341734665653 3.726113764720874 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
713,la guadua,,-75.29279189798515,3.7256011342996245,POINT Z (-75.29279189798515 3.725601134299624 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
714,gramales ó altagracia,,-75.29368005306073,3.710594346519147,POINT Z (-75.29368005306073 3.710594346519147 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
715,la laguna,Laguna,-75.29426887024304,3.71547176564094,POINT Z (-75.29426887024304 3.71547176564094 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
716,tamarco,,-75.29781363259,3.7015596336499583,POINT Z (-75.29781363259001 3.701559633649958 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
717,buenavista,,-75.29873337880588,3.699261887212895,POINT Z (-75.29873337880588 3.699261887212895 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
718,chimbirco,,-75.29489050516277,3.6924205460094823,POINT Z (-75.29489050516277 3.692420546009482 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
719,hacienda madroñal,Hacienda,-75.42312965928498,3.717447474003253,POINT Z (-75.42312965928498 3.717447474003253 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
720,el tablazo,,-75.4231037728253,3.709163872629531,POINT Z (-75.4231037728253 3.709163872629531 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
721,el tablazo,,-75.4164057077926,3.7002202092738012,POINT Z (-75.41640570779261 3.700220209273801 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
722,el llano de la palmita,,-75.41168992010827,3.722960546701944,POINT Z (-75.41168992010827 3.722960546701944 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
723,las palmas,,-75.40881430020681,3.736100851506124,POINT Z (-75.40881430020681 3.736100851506124 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
724,el paujil,,-75.40999856954225,3.7515940874406866,POINT Z (-75.40999856954225 3.751594087440687 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
725,la meseta,,-75.4105156917777,3.7757741178127824,POINT Z (-75.4105156917777 3.775774117812782 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
726,los mangos,,-75.4174108863085,3.773525016159569,POINT Z (-75.4174108863085 3.773525016159569 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
727,el triunfo,,-75.41744512111275,3.735214809450515,POINT Z (-75.41744512111275 3.735214809450515 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
728,las brisas,,-75.40038934386295,3.7107281679034663,POINT Z (-75.40038934386295 3.710728167903466 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
729,el cerrito,,-75.40235088002673,3.7250911205835875,POINT Z (-75.40235088002673 3.725091120583587 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
730,la imprenta,,-75.40387771245193,3.7443088180444932,POINT Z (-75.40387771245193 3.744308818044493 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
731,chicuambe,,-75.40377521541917,3.7785110472215897,POINT Z (-75.40377521541917 3.77851104722159 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
732,el salado,,-75.4093214195981,3.777331480175743,POINT Z (-75.4093214195981 3.777331480175743 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
733,piedras negras,,-75.39202814058255,3.693882727565693,POINT Z (-75.39202814058255 3.693882727565693 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
734,la pachuca,,-75.39177179173537,3.7061570928808556,POINT Z (-75.39177179173537 3.706157092880856 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
735,el churimal,,-75.39249316014802,3.7172764561873533,POINT Z (-75.39249316014802 3.717276456187353 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
736,los mosquitos,,-75.39624437098765,3.736280668274069,POINT Z (-75.39624437098765 3.736280668274069 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
737,la esperanza,,-75.3878301872835,3.714683108540375,POINT Z (-75.3878301872835 3.714683108540375 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
738,agua fría,,-75.38847501400944,3.7112740886599767,POINT Z (-75.38847501400944 3.711274088659977 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
739,los mirtos,,-75.38682183687874,3.7105905081069794,POINT Z (-75.38682183687874 3.710590508106979 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
740,los totumos,,-75.38763030107181,3.691103599749036,POINT Z (-75.38763030107181 3.691103599749036 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
741,el mirador,,-75.386539895527,3.6911052121353944,POINT Z (-75.38653989552699 3.691105212135394 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
742,marruecos,,-75.37631439584425,3.7108494932217577,POINT Z (-75.37631439584425 3.710849493221758 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
743,acapulco,,-75.38133494950536,3.731921208292995,POINT Z (-75.38133494950536 3.731921208292995 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
744,las brisas,,-75.37509057525676,3.7400965841370533,POINT Z (-75.37509057525676 3.740096584137053 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
745,hacienda jamaica,Hacienda,-75.37933054062673,3.747039204260484,POINT Z (-75.37933054062673 3.747039204260484 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
746,diamante,,-75.3690141638879,3.7801062972162085,POINT Z (-75.3690141638879 3.780106297216208 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
747,las delicias,,-75.3694967931479,3.778722427389602,POINT Z (-75.3694967931479 3.778722427389602 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
748,el bosque,,-75.3687950027164,3.7808811893024865,POINT Z (-75.3687950027164 3.780881189302487 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
749,el rocio,,-75.36787130787792,3.7745090085007122,POINT Z (-75.36787130787792 3.774509008500712 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
750,el recuerdo,,-75.36178951383128,3.7738390549900247,POINT Z (-75.36178951383128 3.773839054990025 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
751,la meseta,,-75.36582133193014,3.773748559913187,POINT Z (-75.36582133193014 3.773748559913187 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
752,capellanía,,-75.36757798536406,3.7322624649514133,POINT Z (-75.36757798536406 3.732262464951413 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,True
753,pipini,,-75.36690474298959,3.693380254677983,POINT Z (-75.36690474298959 3.693380254677983 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
754,hacienda el diamante,Hacienda,-75.3676699095651,3.6969642722015332,POINT Z (-75.36766990956509 3.696964272201533 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
755,el jardin,,-75.36241224290211,3.7776043219035564,POINT Z (-75.36241224290211 3.777604321903556 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
756,las placitas,,-75.35657899471457,3.780965733956512,POINT Z (-75.35657899471457 3.780965733956512 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
757,la esperanza,,-75.35783439924084,3.780720440492095,POINT Z (-75.35783439924084 3.780720440492095 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
758,los laureles,,-75.36293572264294,3.774029476552712,POINT Z (-75.36293572264294 3.774029476552712 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
759,el paraiso,,-75.36044307514915,3.7720834427836736,POINT Z (-75.36044307514915 3.772083442783674 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
760,la macarena,,-75.3567546129187,3.773013705691478,POINT Z (-75.35675461291871 3.773013705691478 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
761,el limonar,,-75.359066904778,3.7714741018241007,POINT Z (-75.359066904778 3.771474101824101 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
762,buena vista,,-75.35590751669938,3.77124589779363,POINT Z (-75.35590751669938 3.77124589779363 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
763,la yaguara,,-75.35735545809925,3.7712108250458676,POINT Z (-75.35735545809925 3.771210825045868 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
764,yaguara,,-75.35802187696606,3.7708444289101575,POINT Z (-75.35802187696606 3.770844428910157 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
765,el tesoro,,-75.36004417738764,3.767757926785825,POINT Z (-75.36004417738764 3.767757926785825 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
766,la llaneta,,-75.35768705269494,3.762833680428412,POINT Z (-75.35768705269494 3.762833680428412 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
767,el campamento,,-75.35733531863302,3.7633505768142546,POINT Z (-75.35733531863302 3.763350576814255 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
768,libano,,-75.36047440165156,3.7606607827413,POINT Z (-75.36047440165156 3.7606607827413 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
769,el castillo,,-75.3581081934073,3.759557745928951,POINT Z (-75.3581081934073 3.759557745928951 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
770,los planes,,-75.35911928455562,3.757977613715024,POINT Z (-75.35911928455562 3.757977613715024 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
771,la chaparralosa,,-75.36118691859396,3.755776272321047,POINT Z (-75.36118691859396 3.755776272321047 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
772,hacienda san jose,Hacienda,-75.3640030221928,3.712839012699256,POINT Z (-75.3640030221928 3.712839012699256 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
773,buenavista,,-75.34924988712203,3.7783522245333874,POINT Z (-75.34924988712203 3.778352224533387 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
774,la laguna,Laguna,-75.35005476316705,3.7763445375725033,POINT Z (-75.35005476316705 3.776344537572503 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
775,buenos aires,,-75.35563715445157,3.777192028700286,POINT Z (-75.35563715445157 3.777192028700286 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
776,el palacio,,-75.34897403607515,3.7704593917824405,POINT Z (-75.34897403607515 3.77045939178244 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
777,la esperanza,,-75.34951303314247,3.7775108774467343,POINT Z (-75.34951303314247 3.777510877446734 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
778,la granjita,,-75.35163900341573,3.774984867856702,POINT Z (-75.35163900341573 3.774984867856702 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
779,alto de la cruz,,-75.34874250908237,3.762728782071645,POINT Z (-75.34874250908237 3.762728782071645 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
780,el saman,,-75.3482585005786,3.732661388660058,POINT Z (-75.34825850057859 3.732661388660058 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
781,la primavera,,-75.3416447340596,3.780340371059291,POINT Z (-75.3416447340596 3.780340371059291 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
782,buenos aires,,-75.34465484521385,3.7797900788229124,POINT Z (-75.34465484521385 3.779790078822912 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
783,las delicias,,-75.34217092417326,3.7480288699942808,POINT Z (-75.34217092417326 3.748028869994281 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
784,la meseta,,-75.3438563627528,3.745562548494007,POINT Z (-75.3438563627528 3.745562548494007 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
785,hacienda estambul,Hacienda,-75.33073933456589,3.713255827283661,POINT Z (-75.33073933456589 3.713255827283661 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
786,palmiechal,,-75.3307632376754,3.7093755330201676,POINT Z (-75.3307632376754 3.709375533020168 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
787,hacienda la victoria,Hacienda,-75.32553947306386,3.712614041942724,POINT Z (-75.32553947306386 3.712614041942724 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
788,chontaduro,,-75.32229413387563,3.723329956421463,POINT Z (-75.32229413387563 3.723329956421463 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
789,peñas lisas,,-75.31523451981947,3.778799899171526,POINT Z (-75.31523451981947 3.778799899171526 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
790,tierras blancas,,-75.31110960257921,3.759566663050145,POINT Z (-75.31110960257921 3.759566663050145 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
791,el cural,,-75.29320025908433,3.7193833046928915,POINT Z (-75.29320025908433 3.719383304692891 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
792,los patios,,-75.35251897653431,3.7731698132051146,POINT Z (-75.35251897653431 3.773169813205115 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
793,san isidro,,-75.4260717955342,3.692966223131096,POINT Z (-75.4260717955342 3.692966223131096 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
794,la ceiba,,-75.29566658373813,3.7153680802285556,POINT Z (-75.29566658373813 3.715368080228556 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
795,cajones,,-75.42313387306784,3.77749648547028,POINT Z (-75.42313387306784 3.77749648547028 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
796,hacienda estangul,Hacienda,-75.33675881431162,3.7081727943738905,POINT Z (-75.33675881431162 3.70817279437389 0),2015-04-21T00:00:00+00:00,True,False,False,False,False,False
797,san roque,,-75.295639937015,3.512072440618593,POINT Z (-75.295639937015 3.512072440618593 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
798,manizales,,-75.3161367866183,3.5128086452254728,POINT Z (-75.3161367866183 3.512808645225473 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
799,las isolas,,-75.30056716301819,3.5165868032961973,POINT Z (-75.30056716301819 3.516586803296197 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
800,el hoyo,,-75.31346700211293,3.5181641616996924,POINT Z (-75.31346700211293 3.518164161699692 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
801,san roque,,-75.2966275968461,3.518194070989766,POINT Z (-75.29662759684609 3.518194070989766 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
802,serrezuela,,-75.33031654984146,3.520069258388806,POINT Z (-75.33031654984146 3.520069258388806 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
803,la laguna,Laguna,-75.3030626206493,3.52059472073892,POINT Z (-75.3030626206493 3.52059472073892 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
804,torrijo,,-75.29928257346461,3.5206225346435076,POINT Z (-75.29928257346461 3.520622534643508 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
805,hacienda el salado,Hacienda,-75.36169025994528,3.521792779017273,POINT Z (-75.36169025994528 3.521792779017273 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
806,la guaira,,-75.40724129685273,3.5218802865824994,POINT Z (-75.40724129685273 3.521880286582499 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
807,el verde,,-75.31997960434371,3.523930832301714,POINT Z (-75.31997960434371 3.523930832301714 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
808,el salado,,-75.36001420027951,3.526188585654181,POINT Z (-75.36001420027951 3.526188585654181 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
809,san vicente,,-75.29474957272394,3.5272892856156144,POINT Z (-75.29474957272394 3.527289285615614 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
810,altamira,,-75.30405786416955,3.528151863123285,POINT Z (-75.30405786416955 3.528151863123285 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
811,horizonte,,-75.35548787111816,3.5291138135609192,POINT Z (-75.35548787111816 3.529113813560919 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,True
812,el diamante,,-75.30946352723323,3.5298160833095356,POINT Z (-75.30946352723323 3.529816083309536 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
813,la ilusión,,-75.3023353394504,3.5311629230536434,POINT Z (-75.30233533945039 3.531162923053643 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
814,potrerito,,-75.419699677063,3.532143473838859,POINT Z (-75.41969967706299 3.532143473838859 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
815,el arbolito,,-75.3019366596965,3.5321869050123156,POINT Z (-75.30193665969649 3.532186905012316 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
816,mina de oro potrerito,,-75.41981300656883,3.532396044414344,POINT Z (-75.41981300656883 3.532396044414344 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
817,palmeras,,-75.40550893881645,3.533965882907456,POINT Z (-75.40550893881645 3.533965882907456 0),2015-10-31T00:00:00+00:00,True,False,False,False,False,False
