,geographic_name,geometry,site_type,date_mod,dictionary,geo_database,google_maps,open_street_maps,aerial_photograph,cartographic_sheet,longitude,latitude
1269,La Rosalia,POINT Z (-75.35481847120795 3.564147859214466 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.35481847120795,3.5641478592144664
1270,El Pital,POINT Z (-75.31309111662576 3.564891381519755 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31309111662576,3.564891381519755
1271,El Reposo,POINT Z (-75.401396840397 3.564928276158478 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.401396840397,3.564928276158478
1272,La Palmita,POINT Z (-75.40119119560121 3.565471198249412 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40119119560121,3.5654711982494125
1273,Betania,POINT Z (-75.29527185654658 3.566063823252951 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.29527185654658,3.5660638232529513
1274,Florencia,POINT Z (-75.30788347544153 3.566063883243308 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30788347544153,3.5660638832433085
1275,El Retiro,POINT Z (-75.30214333278106 3.566915301016879 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30214333278106,3.566915301016879
1276,Los Hobos,POINT Z (-75.33329210233957 3.568252830680845 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.33329210233957,3.5682528306808448
1277,Escuela Camilo Torres,POINT Z (-75.38177262356106 3.590589095531643 0),Escuela,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38177262356106,3.590589095531643
1278,Palacio Municipal,POINT Z (-75.38327644256444 3.59095077437484 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38327644256444,3.59095077437484
1279,Los Mangos,POINT Z (-75.35435185059386 3.591416469772008 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.35435185059386,3.5914164697720077
1280,El Retiro,POINT Z (-75.2932649898637 3.591563315588804 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.2932649898637,3.591563315588804
1281,Cementerio,POINT Z (-75.37718970004654 3.59157655341441 0),Cementerio,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37718970004654,3.59157655341441
1282,El Danubio,POINT Z (-75.31231081086115 3.591723208266254 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31231081086115,3.5917232082662536
1283,El Rayo,POINT Z (-75.30181293650837 3.592648328563035 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.30181293650837,3.5926483285630346
1284,Colegio San Juan Bosco,POINT Z (-75.38411651432463 3.592755537451185 0),Colegio,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38411651432463,3.5927555374511853
1285,Instituto Nacional Martín Pomala,POINT Z (-75.37936786772887 3.593146073667609 0),Instituto,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37936786772887,3.593146073667609
1286,Guamalito,POINT Z (-75.40490883114137 3.59340191703033 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40490883114137,3.5934019170303304
1287,Hospital Nuestra Señora de Lourdes,POINT Z (-75.38228658741087 3.593787090669655 0),Hospital,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38228658741087,3.5937870906696547
1288,San Antonio,POINT Z (-75.31472958365795 3.593912427747421 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31472958365795,3.593912427747421
1289,Las  Brisas,POINT Z (-75.42370600797115 3.595106597645646 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.42370600797115,3.5951065976456458
1290,Las Varas,POINT Z (-75.41729318641008 3.545120844515774 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.41729318641008,3.5451208445157736
1291,Los Ciruelos,POINT Z (-75.39818883611322 3.545515704430494 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.39818883611322,3.5455157044304944
1292,La Espezanza,POINT Z (-75.31481093717026 3.546071885875425 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31481093717026,3.5460718858754245
1293,La Floresta,POINT Z (-75.32058049992087 3.546105367414916 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.32058049992087,3.5461053674149157
1294,Las Tortolas,POINT Z (-75.3474543246725 3.54949905832874 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3474543246725,3.5494990583287396
1295,Califrio,POINT Z (-75.29567331657294 3.55062015488278 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.29567331657294,3.5506201548827803
1296,Mirolindo,POINT Z (-75.34212287616052 3.552400749482063 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.34212287616052,3.5524007494820626
1297,El Filo,POINT Z (-75.31718258580204 3.552423851658011 0),Filo,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31718258580204,3.552423851658011
1298,Batatas,POINT Z (-75.40245078273662 3.552744935653721 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40245078273662,3.552744935653721
1299,Las Palmas,POINT Z (-75.36523324294104 3.553373295701515 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.36523324294104,3.5533732957015145
1300,Palmar,POINT Z (-75.40728713376697 3.555228731151811 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40728713376697,3.5552287311518107
1301,Patio Bonito,POINT Z (-75.35092935322423 3.55537979109736 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.35092935322423,3.55537979109736
1302,Primavera,POINT Z (-75.29546729123877 3.556277909079506 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.29546729123877,3.5562779090795056
1303,Palma Rosa,POINT Z (-75.30974038747532 3.55635823206453 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30974038747532,3.55635823206453
1304,El Cruce de Batatas,POINT Z (-75.40606561532114 3.556375550391724 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40606561532114,3.556375550391724
1305,La Villita,POINT Z (-75.41291594882902 3.55713934985441 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.41291594882902,3.55713934985441
1306,El Arrayan,POINT Z (-75.31724647350941 3.559157240940563 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31724647350941,3.5591572409405625
1307,La Florida,POINT Z (-75.35241018772625 3.55964604333066 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.35241018772625,3.55964604333066
1308,Hacienda Horizontes,POINT Z (-75.4234323333781 3.560018136405304 0),Hacienda,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.4234323333781,3.560018136405304
1309,Palo Quemado,POINT Z (-75.40448732782107 3.560600600683134 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40448732782107,3.560600600683134
1310,Los Olivos,POINT Z (-75.314820123601 3.57836340640655 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.314820123601,3.5783634064065497
1311,Buenos Aires,POINT Z (-75.30913750607218 3.579684724005609 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30913750607218,3.579684724005609
1312,El Jazmín,POINT Z (-75.29312906020506 3.579806096415017 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.29312906020506,3.579806096415017
1313,El Tigre,POINT Z (-75.37695943077068 3.580035316404349 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37695943077068,3.580035316404349
1314,La Florida,POINT Z (-75.31248248076625 3.571673627273413 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31248248076625,3.571673627273413
1315,Anape,POINT Z (-75.39578591275409 3.572853238498792 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.39578591275409,3.572853238498792
1316,Hacienda La Granja,POINT Z (-75.39829263773551 3.573798063034364 0),Hacienda,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.39829263773551,3.573798063034364
1317,La Aurora,POINT Z (-75.31049070097021 3.573821373230691 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3104907009702,3.5738213732306914
1318,Palmira,POINT Z (-75.30607591710789 3.57415630287582 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30607591710789,3.57415630287582
1319,Los Mangos,POINT Z (-75.41607338906654 3.574279429911944 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.41607338906654,3.574279429911944
1320,El Prendedor,POINT Z (-75.32546178586414 3.574619065650298 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.32546178586414,3.574619065650298
1321,Nuevo Horizonte,POINT Z (-75.41680175445347 3.575821248883444 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.41680175445347,3.5758212488834444
1322,Los Ángeles,POINT Z (-75.31764243493974 3.575885492590957 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.31764243493974,3.5758854925909573
1323,Guamalito,POINT Z (-75.31026375647053 3.576615976744758 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31026375647053,3.576615976744758
1324,Las Manguitas,POINT Z (-75.32116703442708 3.576661331956199 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.32116703442708,3.5766613319561986
1325,La Fandanga,POINT Z (-75.30846045383103 3.576821258026867 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30846045383103,3.576821258026867
1326,La Ceiba,POINT Z (-75.39428601090404 3.580578049857866 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.39428601090404,3.580578049857866
1327,Las Palomas,POINT Z (-75.37484243623084 3.580664998621385 0),Loma,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37484243623084,3.580664998621385
1328,Campamento Minero El Dorado,POINT Z (-75.37931820228916 3.580877521260668 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37931820228916,3.580877521260668
1329,La Pradera,POINT Z (-75.31175605506232 3.581901680099547 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31175605506232,3.581901680099547
1330,El Placer,POINT Z (-75.30803356806081 3.582891739979821 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30803356806081,3.5828917399798206
1331,La Cabaña,POINT Z (-75.35379795960822 3.583483836373813 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.35379795960822,3.5834838363738126
1332,La Pista,POINT Z (-75.38693518394986 3.584383335132778 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38693518394986,3.584383335132778
1333,Las Brisas,POINT Z (-75.31800577285655 3.584757755339772 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31800577285655,3.584757755339772
1334,Plazuelas,POINT Z (-75.42702187724531 3.585044887210183 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.42702187724531,3.5850448872101826
1335,La Albania,POINT Z (-75.31457412890386 3.585393703111246 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31457412890386,3.5853937031112464
1336,La Floresta,POINT Z (-75.30681474414985 3.585697717884552 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30681474414985,3.585697717884552
1337,Balsillas,POINT Z (-75.31435183208571 3.586011133658946 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3143518320857,3.586011133658946
1338,Puesto de Monta,POINT Z (-75.38159654368305 3.586849058529803 0),Puesto de monta,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38159654368305,3.586849058529803
1339,Tetuaco,POINT Z (-75.40427956035795 3.586868436288627 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.40427956035795,3.586868436288627
1340,Casa Juvenil,POINT Z (-75.3826030564654 3.588192978324471 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3826030564654,3.5881929783244715
1341,Iglesia Nuestra Señora de Lourdes,POINT Z (-75.38258877770208 3.588507542921611 0),Iglesia,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38258877770208,3.588507542921611
1342,Puesto de Salud,POINT Z (-75.31403403013994 3.58859573262303 0),Puesto de salud,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.31403403013994,3.58859573262303
1343,Escuela Nuestra Señora de Lourdes,POINT Z (-75.38255784492016 3.588814018041706 0),Escuela,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38255784492016,3.5888140180417056
1344,Zanjanegra,POINT Z (-75.39336454962555 3.589597422860115 0),Zanja,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.39336454962555,3.5895974228601153
1345,Puesto de Policia,POINT Z (-75.38302421983047 3.590003748158382 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38302421983047,3.5900037481583817
1346,Carcel,POINT Z (-75.38344776374377 3.590037060399041 0),Carcel,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38344776374377,3.5900370603990406
1347,Caja Agraria,POINT Z (-75.38243887128166 3.590189345105494 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.38243887128166,3.590189345105494
1348,Matadero,POINT Z (-75.383619085814 3.59535753446749 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.383619085814,3.59535753446749
1349,Chiparco,POINT Z (-75.33562458617747 3.596751115965032 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.33562458617747,3.596751115965032
1350,Berlín,POINT Z (-75.30527939504925 3.596883076566214 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30527939504925,3.5968830765662143
1351,La Gran Via,POINT Z (-75.30211818728982 3.598507680557248 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.30211818728982,3.598507680557248
1352,La Esmeralda,POINT Z (-75.3092948291504 3.599185335247497 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3092948291504,3.599185335247497
1353,El Mirador,POINT Z (-75.34463552356978 3.599534375503644 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.34463552356978,3.599534375503644
1354,La Jazmina,POINT Z (-75.3011803821981 3.600091632669529 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3011803821981,3.600091632669529
1355,Hacienda San Rafael,POINT Z (-75.37277289671079 3.600360940789105 0),Hacienda,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.37277289671079,3.6003609407891046
1356,Plazuelas,POINT Z (-75.40674381107458 3.585414983826427 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40674381107458,3.585414983826427
1357,Lindanay,POINT Z (-75.42393175373428 3.600194614878097 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.42393175373428,3.6001946148780966
1358,Los Mangos,POINT Z (-75.41342441962048 3.580131578600551 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.41342441962048,3.580131578600551
1359,Palo Quemado,POINT Z (-75.40836658255823 3.569427379121091 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.40836658255823,3.569427379121091
1360,Las Palmas,POINT Z (-75.36920591844751 3.542090962617913 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3692059184475,3.5420909626179133
1361,El Verde,POINT Z (-75.3320548511971 3.528901439103036 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.3320548511971,3.5289014391030356
1362,Mina Potreritos,POINT Z (-75.42343245182958 3.528064461174114 0),,2015-10-31T00:00:00+00:00,False,True,False,False,False,False,-75.42343245182958,3.528064461174114
1363,Volcanes,POINT Z (-75.29606942820833 3.559949156293288 0),,2015-10-31T00:00:00+00:00,True,True,False,False,False,False,-75.29606942820833,3.559949156293288
1364,Hacienda Los Andes,POINT Z (-75.86129518651418 3.909645297579979 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.86129518651418,3.9096452975799787
1365,Hacienda Las Vegas,POINT Z (-75.85697710388945 3.928989247491377 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.85697710388945,3.928989247491377
1366,La Playa,POINT Z (-75.83122131755265 3.95660519529861 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.83122131755265,3.9566051952986103
1367,La Mortoria,POINT Z (-75.83359188044821 3.953631834405845 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.83359188044821,3.9536318344058445
1368,Casa Blanca,POINT Z (-75.83193321505614 3.949999573631573 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.83193321505614,3.949999573631573
1369,Rancho Largo,POINT Z (-75.8432516732703 3.932877337083631 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.8432516732703,3.932877337083631
1370,El Diamante,POINT Z (-75.82189186361494 3.883525958075624 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.82189186361494,3.883525958075624
1371,Pekín,POINT Z (-75.82381768081952 3.934763246662019 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.82381768081952,3.9347632466620195
1372,Casa de Tabla,POINT Z (-75.82369874182825 3.944738363924424 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.82369874182825,3.944738363924424
1373,Bolivia,POINT Z (-75.78556258314616 3.887221486449908 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.78556258314616,3.8872214864499077
1374,Los Planes,POINT Z (-75.78880485950224 3.892207517342918 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.78880485950224,3.8922075173429183
1375,Los Pinos,POINT Z (-75.77451079333223 3.897192616660052 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.77451079333223,3.897192616660052
1376,El Mirador Santa Ceciclia,POINT Z (-75.77642624036578 3.919561272150899 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.77642624036578,3.919561272150899
1377,Magones,POINT Z (-75.76320385702826 3.93303430542195 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.76320385702826,3.93303430542195
1378,Santa Fé,POINT Z (-75.76842865188358 3.933806347327732 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.76842865188358,3.9338063473277325
1379,Santa Clara,POINT Z (-75.75615219866253 3.928381605533493 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.75615219866253,3.9283816055334935
1380,Balcones,POINT Z (-75.76504132857623 3.917682907952808 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.76504132857623,3.9176829079528077
1381,La Florida,POINT Z (-75.76914728227828 3.910580141407679 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.76914728227828,3.9105801414076793
1382,Finlandia,POINT Z (-75.7510330187623 3.93485591930132 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.7510330187623,3.93485591930132
1383,El Baneo,POINT Z (-75.65458061602344 4.052051419545662 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.65458061602344,4.052051419545662
1384,Hacienda Choló,POINT Z (-75.64046939492327 4.045529898847492 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64046939492327,4.045529898847492
1385,Hacienda Villa Uva,POINT Z (-75.62765750793162 4.049224091905781 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62765750793162,4.049224091905781
1386,Villa Ersila,POINT Z (-75.62304449371717 4.046101508708536 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62304449371717,4.046101508708536
1387,Laureles,POINT Z (-75.62861192477257 4.037572302064601 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62861192477257,4.037572302064601
1388,El Santuario,POINT Z (-75.65220417035509 4.037982513519129 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.65220417035509,4.037982513519129
1389,Las Brisas,POINT Z (-75.68517567304315 4.033502244800791 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.68517567304315,4.033502244800791
1390,Costarrica,POINT Z (-75.67644250573238 4.03126026669873 0),,2015-03-27T00:00:00+00:00,True,True,False,False,False,False,-75.67644250573238,4.03126026669873
1391,Hacienda La América,POINT Z (-75.66209313655685 4.027468012096652 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.66209313655685,4.027468012096652
1392,La Esperanza,POINT Z (-75.6565084334898 4.026955947632763 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6565084334898,4.0269559476327625
1393,La Aurora,POINT Z (-75.64799529109446 4.03253340140965 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64799529109446,4.03253340140965
1394,La Pradera,POINT Z (-75.6422438669167 4.032020934664622 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6422438669167,4.032020934664622
1395,El Edén,POINT Z (-75.64591466403982 4.030503747733297 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64591466403982,4.030503747733297
1396,El Coco,POINT Z (-75.64623096125183 4.030788947956039 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64623096125183,4.030788947956039
1397,El Roblal,POINT Z (-75.64089952849343 4.028485649764885 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64089952849343,4.028485649764885
1398,El Porvenir,POINT Z (-75.64325769621433 4.024354137542207 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64325769621433,4.024354137542207
1399,Tarapaca,POINT Z (-75.63651685928812 4.027121652137977 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.63651685928812,4.027121652137977
1400,San Miguel,POINT Z (-75.62511183962789 4.027436209367337 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62511183962789,4.027436209367337
1401,Hacienda Rosales,POINT Z (-75.62165720795996 4.029288550688698 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62165720795996,4.029288550688698
1402,Hacienda Londres,POINT Z (-75.61069061623922 4.02687450218164 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.61069061623922,4.02687450218164
1403,Hacienda La Siberia,POINT Z (-75.60890729878921 4.026486182078846 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6089072987892,4.0264861820788465
1404,Buenos Aires,POINT Z (-75.60164257437584 4.023877797687025 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60164257437584,4.023877797687025
1405,La Granja,POINT Z (-75.59482499388383 4.022977996914987 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.59482499388383,4.022977996914987
1406,Las Hermosas,POINT Z (-75.61303246213171 4.022609153018516 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.61303246213171,4.022609153018516
1407,Hacienda Mamellal,POINT Z (-75.61529544712062 4.015798642373382 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.61529544712062,4.015798642373382
1408,Palmeras,POINT Z (-75.63095990145823 4.020380862491002 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.63095990145823,4.0203808624910025
1409,El Refugio,POINT Z (-75.63157066252059 4.023864611215351 0),,2015-03-27T00:00:00+00:00,True,True,False,False,False,False,-75.63157066252059,4.023864611215351
1410,La Siria,POINT Z (-75.66975384781719 4.023044208433415 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.66975384781719,4.023044208433415
1411,El Alpargate,POINT Z (-75.66903866185163 4.01229342544602 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.66903866185163,4.01229342544602
1412,La Siberia,POINT Z (-75.6566406086564 4.008387358487244 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6566406086564,4.008387358487244
1413,Buenos Aires,POINT Z (-75.65081563206232 4.01191011935968 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.65081563206232,4.01191011935968
1414,El Arbolito,POINT Z (-75.64084346013964 4.012897226863503 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64084346013964,4.012897226863503
1415,El Pensil,POINT Z (-75.63027641960176 4.010852562025297 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.63027641960176,4.010852562025297
1416,El Rosal,POINT Z (-75.62820725148789 4.011836756619554 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6282072514879,4.011836756619554
1417,El Rodeo,POINT Z (-75.62390854381881 4.010204983360266 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62390854381881,4.010204983360266
1418,Hacienda Providencia,POINT Z (-75.62312368229705 4.010906811644149 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62312368229705,4.010906811644149
1419,Colegio Juan XXIII,POINT Z (-75.60256430919829 4.009643434971195 0),Colegio,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60256430919829,4.009643434971195
1420,El Descanso,POINT Z (-75.60123544527406 4.009209890924202 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60123544527406,4.009209890924202
1421,Mis Amores,POINT Z (-75.59197471076995 4.004103124141684 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.59197471076995,4.004103124141684
1422,Hacienda Venecia,POINT Z (-75.59763305715254 4.000547066927163 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.59763305715254,4.0005470669271626
1423,Las Ondas,POINT Z (-75.60198427530689 4.00070562166519 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60198427530689,4.00070562166519
1424,Núcleo Escolar Voz de La Tierra,POINT Z (-75.60765973759484 4.006224422737133 0),Núcleo escolar,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60765973759484,4.006224422737133
1425,Hacienda Balsora,POINT Z (-75.6095389939978 3.99953044024359 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.6095389939978,3.99953044024359
1426,La Cabaña,POINT Z (-75.634707276325 4.003694154276053 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.634707276325,4.003694154276053
1427,Marsella,POINT Z (-75.64207218191527 4.006252162888962 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.64207218191527,4.006252162888962
1428,Los Cristales,POINT Z (-75.63558127943824 3.990133377510859 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.63558127943824,3.9901333775108587
1429,Los Pinos,POINT Z (-75.62811354396877 3.989266286368113 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62811354396877,3.989266286368113
1430,Hacienda El Brillante,POINT Z (-75.62223807510354 3.993123629177755 0),Hacienda,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.62223807510354,3.9931236291777545
1431,La Rivera,POINT Z (-75.61810196771194 3.993886470094451 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.61810196771194,3.9938864700944507
1432,Palmarito,POINT Z (-75.60746317548357 3.994905532830907 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60746317548357,3.994905532830907
1433,El Escondite,POINT Z (-75.60573086636008 3.993998278067281 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.60573086636008,3.993998278067281
1434,La Cumbre,POINT Z (-75.61655378158753 3.98311766000363 0),,2015-03-27T00:00:00+00:00,False,True,False,False,False,False,-75.61655378158753,3.98311766000363
