,geographic_name,geometry,site_type,date_mod,dictionary,geo_database,google_maps,open_street_maps,aerial_photograph,cartographic_sheet,longitude,latitude
754,Hacienda Chupaderos,POINT Z (-75.78815121750283 4.039207262347611 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.78815121750283,4.039207262347611
755,La Pensadera,POINT Z (-75.79463774054302 4.049728444284064 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.79463774054302,4.049728444284064
756,Chupaderos,POINT Z (-75.7899171596179 4.028780556424753 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.7899171596179,4.028780556424753
757,Hacienda La Palmera,POINT Z (-75.83541200217162 4.029642572513662 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83541200217162,4.029642572513662
758,Los Poloches,POINT Z (-75.82359678735548 3.983024573354182 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.82359678735548,3.983024573354182
759,La Cabaña,POINT Z (-75.83565616602593 4.004702520336408 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83565616602593,4.004702520336408
760,Rumania,POINT Z (-75.83093295233019 3.962960811183309 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83093295233019,3.962960811183309
761,Los Confines,POINT Z (-75.83457216034212 3.97292058934214 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83457216034212,3.9729205893421398
762,Campo Alegre,POINT Z (-75.83319237525527 3.980968973553848 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83319237525527,3.9809689735538476
763,La Argelia,POINT Z (-75.84218883486402 3.973414070767038 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84218883486402,3.973414070767038
764,Hacienda Las Mirlas,POINT Z (-75.84964869735251 3.975564141891359 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.8496486973525,3.9755641418913585
765,La Cinta,POINT Z (-75.86169440071141 3.984644777867834 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.86169440071141,3.984644777867834
766,Preteles,POINT Z (-75.80276574774534 3.996614838667814 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.80276574774534,3.9966148386678135
767,La Traviata,POINT Z (-75.80935239874592 3.994731549732339 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.80935239874592,3.9947315497323395
768,Hacienda Montecristo,POINT Z (-75.81520124470163 3.998039210025557 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81520124470163,3.998039210025557
769,Preteles,POINT Z (-75.81678005040295 3.994148739041385 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81678005040295,3.994148739041385
770,Samaria,POINT Z (-75.82622759367111 3.992909480823458 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.8262275936711,3.992909480823458
771,Hacienda La Lorena,POINT Z (-75.8358316057663 3.993322222520581 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.8358316057663,3.9933222225205807
772,El Silencio,POINT Z (-75.84917289132699 3.993342771988562 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84917289132699,3.9933427719885617
773,Hacienda La Bolsa,POINT Z (-75.86052915768153 3.994617345738014 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.86052915768153,3.994617345738014
774,Las Margaritas,POINT Z (-75.85823896635368 4.005747318762908 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85823896635368,4.005747318762908
775,El Brete,POINT Z (-75.85624309891962 4.006870442504074 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85624309891962,4.0068704425040735
776,El Danubio,POINT Z (-75.85124251278259 4.007184475292283 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85124251278259,4.007184475292283
777,El Volga,POINT Z (-75.82680920748426 4.002033249490593 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.82680920748426,4.002033249490593
778,Lutecia,POINT Z (-75.80529738456234 4.013832350178101 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.80529738456234,4.013832350178101
779,Delicias,POINT Z (-75.82569000258779 4.010644177727728 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.82569000258779,4.010644177727728
780,La Cabañita,POINT Z (-75.83708727848786 4.00955761931709 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.83708727848786,4.00955761931709
781,El Agupante,POINT Z (-75.85336890713215 4.018173250465614 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85336890713215,4.018173250465614
782,El Planeta,POINT Z (-75.85140678214573 4.023713293212101 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85140678214573,4.023713293212101
783,El Mirador,POINT Z (-75.84710799225904 4.019485746085814 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84710799225904,4.019485746085814
784,Miraflores,POINT Z (-75.84428673089008 4.022131646884513 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84428673089008,4.022131646884513
785,La Iberia,POINT Z (-75.82180946265534 4.021483998148442 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.82180946265534,4.021483998148442
786,Rincón Santo,POINT Z (-75.81714901042403 4.024878984556588 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81714901042403,4.0248789845565875
787,Cartago,POINT Z (-75.81273288956331 4.017856644353337 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.8127328895633,4.017856644353337
788,La Esperanza,POINT Z (-75.78817170091195 4.022872557300632 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.78817170091195,4.022872557300632
789,El Cinchon Tequendama,POINT Z (-75.79751140213851 4.030098468443952 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.79751140213851,4.030098468443952
790,Las Nieves,POINT Z (-75.83020593583495 4.032264013519754 0),,2015-01-05T00:00:00+00:00,True,True,False,False,False,False,-75.83020593583495,4.032264013519754
791,Hacienda Loma Redonda,POINT Z (-75.84880568712636 4.033361142910374 0),Loma,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84880568712636,4.033361142910374
792,Cobeima,POINT Z (-75.85684806264419 4.027608735762735 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85684806264419,4.027608735762735
793,Los Osos,POINT Z (-75.85848627750609 4.027370131768189 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85848627750609,4.027370131768189
794,La Profunda,POINT Z (-75.85614360799322 4.034466799283059 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.85614360799322,4.034466799283059
795,La Linda,POINT Z (-75.84536196388346 4.042553173471942 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84536196388346,4.0425531734719415
796,La Argentina,POINT Z (-75.82856299472785 4.044386866407762 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.82856299472785,4.044386866407762
797,Leticia,POINT Z (-75.81916462498098 4.043025027321182 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81916462498098,4.043025027321182
798,Guayabal,POINT Z (-75.81043115333757 4.043168696731203 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81043115333757,4.043168696731203
799,La Lora,POINT Z (-75.79444854947177 4.038147828685586 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.79444854947177,4.038147828685586
800,La Rivera,POINT Z (-75.78698288497417 4.049595284152601 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.78698288497417,4.049595284152601
801,Hacienda Guayabal,POINT Z (-75.81445762372634 4.048862177498103 0),Hacienda,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81445762372634,4.048862177498103
802,El Silencio,POINT Z (-75.84203007448535 4.048188654203501 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.84203007448535,4.048188654203501
803,El Mirador,POINT Z (-75.81793877272841 4.045782687292057 0),,2015-01-05T00:00:00+00:00,False,True,False,False,False,False,-75.81793877272841,4.045782687292057
804,La Cascada,POINT Z (-75.77513863635126 3.971055974630259 0),,2015-01-05T00:00:00+00:00,True,True,False,False,False,False,-75.77513863635126,3.9710559746302594
805,Florencia,POINT Z (-75.71563974179719 3.93061718295478 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.71563974179719,3.9306171829547796
806,Alemania,POINT Z (-75.71694853627382 3.922795972663219 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.71694853627382,3.922795972663219
807,El Pensil,POINT Z (-75.71870884792985 3.921322060835599 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.71870884792985,3.9213220608355988
808,Las Brisas,POINT Z (-75.70964357764207 3.916589353679864 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.70964357764207,3.9165893536798637
809,Balsora,POINT Z (-75.71299510143623 3.894235612449247 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.71299510143623,3.8942356124492474
810,Hacienda Las Vegas,POINT Z (-75.69995352940768 3.872311198277632 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69995352940768,3.8723111982776324
811,Siberia,POINT Z (-75.69382301381505 3.889098284747844 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69382301381505,3.889098284747844
812,La Linda,POINT Z (-75.70041921049175 3.906752853578131 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.70041921049175,3.906752853578131
813,Berlín,POINT Z (-75.70227778852397 3.909320393985291 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.70227778852397,3.909320393985291
814,Hacienda Luna Park,POINT Z (-75.69245472401576 3.925661237897258 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69245472401576,3.925661237897258
815,Versalles,POINT Z (-75.68747439157576 3.916486654476706 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.68747439157576,3.916486654476706
816,Las Abreas,POINT Z (-75.67425127036194 3.89969754667463 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67425127036194,3.89969754667463
817,La Palma,POINT Z (-75.67821633730217 3.890716425859528 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67821633730217,3.890716425859528
818,El Cairo,POINT Z (-75.67383355377822 3.884249393436478 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67383355377822,3.8842493934364777
819,Hacienda El Cairo,POINT Z (-75.67288641561495 3.883269473512271 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67288641561495,3.8832694735122706
820,El Rocio,POINT Z (-75.69048860179132 3.882424050028409 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69048860179132,3.8824240500284093
821,Hacienda La Esmeralda,POINT Z (-75.67782515038402 3.873378860094979 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67782515038402,3.873378860094979
822,El Placer,POINT Z (-75.6666416728488 3.877487601327319 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.6666416728488,3.8774876013273194
823,Normandía,POINT Z (-75.65535731083635 3.879604123635232 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.65535731083635,3.879604123635232
824,La Estación,POINT Z (-75.67057754666369 3.889091012588929 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.6705775466637,3.889091012588929
825,La Tribuna,POINT Z (-75.65776560278307 3.893820020960011 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.65776560278307,3.893820020960011
826,La Cumbre,POINT Z (-75.66335582954724 3.893429372236405 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.66335582954724,3.893429372236405
827,Las Villas,POINT Z (-75.66789473333529 3.896356645272729 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.66789473333529,3.8963566452727294
828,Las Bolsas,POINT Z (-75.64182589031275 3.895875547618609 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.64182589031275,3.8958755476186093
829,Balsora,POINT Z (-75.6422658064748 3.885572332272558 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.6422658064748,3.8855723322725577
830,Maraveles,POINT Z (-75.64368285623604 3.882349610828733 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.64368285623604,3.882349610828733
831,El Rocío,POINT Z (-75.65165987895737 3.875936998950953 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.65165987895737,3.8759369989509533
832,La Cumbre,POINT Z (-75.64629302244219 3.877824234747669 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.6462930224422,3.8778242347476692
833,El Jordán,POINT Z (-75.63639488140115 3.874244954314095 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.63639488140115,3.8742449543140953
834,El Mirador,POINT Z (-75.62351020294108 3.874122340357763 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.62351020294108,3.874122340357763
835,Manzanares,POINT Z (-75.63384555182695 3.880031336277787 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.63384555182695,3.880031336277787
836,El Pesar,POINT Z (-75.62214422954351 3.889877873808897 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.62214422954351,3.889877873808897
837,Peñaranda,POINT Z (-75.60633187882544 3.88215323028707 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.60633187882544,3.88215323028707
838,La Meseta,POINT Z (-75.71006290194229 3.924518587223444 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.7100629019423,3.9245185872234445
839,La Cabaña,POINT Z (-75.72457050587388 3.921786904704696 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.72457050587388,3.9217869047046965
840,Argentina,POINT Z (-75.71535271684058 3.919724797958956 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.71535271684058,3.9197247979589562
841,El Mirador,POINT Z (-75.7088077443249 3.90965897783301 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.7088077443249,3.90965897783301
842,Santa Inés,POINT Z (-75.66478263246088 3.882625475872662 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.66478263246088,3.8826254758726617
843,El Tachuelo,POINT Z (-75.68336747016231 3.88648022966037 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.68336747016231,3.8864802296603704
844,Buenos Aires,POINT Z (-75.68719325538069 3.892036838698255 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.68719325538069,3.8920368386982553
845,Begonia,POINT Z (-75.70204855255382 3.912164326811035 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.70204855255382,3.9121643268110353
846,San Isidro,POINT Z (-75.69505776310567 3.909463052728336 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69505776310567,3.9094630527283356
847,El Almorzadero,POINT Z (-75.67405205375442 3.950968372325508 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.67405205375442,3.950968372325508
848,Hacienda San José,POINT Z (-75.69154819055738 3.902334920516937 0),Hacienda,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.69154819055738,3.9023349205169366
849,Mameyal,POINT Z (-75.68352841650156 3.903706693047324 0),,2014-12-05T00:00:00+00:00,True,True,False,False,False,False,-75.68352841650156,3.903706693047324
850,El Otún,POINT Z (-75.72037494212893 3.926253126938444 0),,2014-12-05T00:00:00+00:00,False,True,False,False,False,False,-75.72037494212893,3.926253126938444
851,Dios te de,POINT Z (-75.4175786020609 3.869590999565331 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.4175786020609,3.8695909995653315
852,El Pulpito,POINT Z (-75.41108700473808 3.865838776359789 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41108700473808,3.8658387763597886
853,El Girasol,POINT Z (-75.41072153068617 3.868531381267558 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41072153068617,3.8685313812675584
854,Maco Alto,POINT Z (-75.40757767471118 3.867533783801939 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40757767471118,3.8675337838019392
855,Los Naranjos,POINT Z (-75.41128586070465 3.862979342554 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41128586070465,3.8629793425539996
856,El Paraíso,POINT Z (-75.4085216068343 3.86833062647119 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.4085216068343,3.8683306264711903
857,Altamira,POINT Z (-75.40146406004774 3.862908377953532 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40146406004774,3.862908377953532
858,El Roble,POINT Z (-75.41077977837629 3.864278689839374 0),,2015-03-05T00:00:00+00:00,True,True,False,False,False,False,-75.4107797783763,3.864278689839374
859,Las Toldas,POINT Z (-75.34828864858122 3.856630712103374 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.34828864858122,3.856630712103374
860,El Diviso,POINT Z (-75.36137543683171 3.868468921386473 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36137543683171,3.8684689213864734
861,Buenos Aires,POINT Z (-75.36137304921058 3.866882115855016 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36137304921058,3.866882115855016
862,La Palmita,POINT Z (-75.36039184366439 3.864085806342604 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36039184366439,3.864085806342604
863,La Pedregosa,POINT Z (-75.36257472824229 3.855677616065789 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3625747282423,3.8556776160657886
864,El Guayabito,POINT Z (-75.36979837920961 3.856293194294689 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36979837920961,3.856293194294689
865,La Laguna,POINT Z (-75.36963356039598 3.860709357098171 0),Laguna,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36963356039598,3.8607093570981705
866,El Cauchito,POINT Z (-75.37490814946605 3.853779914595738 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37490814946605,3.853779914595738
867,Castañales,POINT Z (-75.3718439492696 3.862733201768395 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3718439492696,3.862733201768395
868,Chilgua,POINT Z (-75.38497203608709 3.866843325166934 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.38497203608709,3.866843325166934
869,El Cedro,POINT Z (-75.36828144820227 3.866954245870754 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36828144820227,3.8669542458707538
870,Pueblito,POINT Z (-75.39393734367538 3.862197863296617 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.39393734367538,3.8621978632966174
871,Los Aguacates,POINT Z (-75.39237723426351 3.854728278472478 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3923772342635,3.8547282784724777
872,Costa Rica,POINT Z (-75.40084128169956 3.85386952784638 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40084128169956,3.8538695278463804
873,Los Delirios,POINT Z (-75.40898760123378 3.853684535320417 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40898760123378,3.853684535320417
874,La Despensa,POINT Z (-75.40987946616524 3.855765782795688 0),,2015-03-05T00:00:00+00:00,True,True,False,False,False,False,-75.40987946616524,3.8557657827956877
875,El Gusano,POINT Z (-75.40254022508856 3.858110480712401 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40254022508856,3.858110480712401
876,La Rivera,POINT Z (-75.408169860256 3.859164517841489 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.408169860256,3.8591645178414886
877,La Florida,POINT Z (-75.40617346206834 3.861267159897847 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40617346206834,3.8612671598978467
878,El Retiro,POINT Z (-75.40877036611086 3.861853011097584 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40877036611086,3.8618530110975837
879,Marabeles,POINT Z (-75.40923689491214 3.861100644139567 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40923689491214,3.8611006441395666
880,El Placer,POINT Z (-75.41043725289585 3.860288838355792 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41043725289585,3.8602888383557916
881,Las Cruces,POINT Z (-75.40010451201287 3.870908832140355 0),,2015-03-05T00:00:00+00:00,True,True,False,False,False,False,-75.40010451201287,3.870908832140355
882,Honduras,POINT Z (-75.39641993442336 3.870022024329564 0),,2015-03-05T00:00:00+00:00,True,True,False,False,False,False,-75.39641993442336,3.8700220243295638
883,La Armenia,POINT Z (-75.41601379056512 3.864270504798594 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41601379056512,3.8642705047985944
884,El Jardín,POINT Z (-75.41477282097981 3.857952455929513 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.4147728209798,3.857952455929513
885,La Fortuna,POINT Z (-75.41655073780493 3.857760736399171 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41655073780493,3.8577607363991713
886,Delicias,POINT Z (-75.41536036163575 3.856450956512727 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41536036163575,3.8564509565127265
887,La Dalia,POINT Z (-75.41289880928839 3.856828370572956 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.4128988092884,3.856828370572956
888,El Mirador,POINT Z (-75.42470191326689 3.854800355599004 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.42470191326689,3.8548003555990045
889,El Tesoro,POINT Z (-75.42462758463154 3.851238183417856 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.42462758463154,3.851238183417856
890,San Lorenzo,POINT Z (-75.4243329192626 3.850396816418777 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.4243329192626,3.8503968164187765
891,El Guamito,POINT Z (-75.42266753093496 3.848407109727157 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.42266753093496,3.8484071097271575
892,El Limón,POINT Z (-75.41802639066289 3.84612745141839 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41802639066289,3.8461274514183903
893,Buenavista,POINT Z (-75.41038455612514 3.845480023927918 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41038455612514,3.845480023927918
894,El Jardín,POINT Z (-75.42167455442461 3.840915660390225 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.42167455442461,3.840915660390225
895,Pueblito,POINT Z (-75.41790028927063 3.840580354062033 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41790028927063,3.840580354062033
896,Pomorroso,POINT Z (-75.41850185191066 3.841168693209942 0),Morro,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.41850185191066,3.8411686932099425
897,El Silencio,POINT Z (-75.40684370863511 3.851867276824215 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40684370863511,3.8518672768242155
898,La Albania,POINT Z (-75.40728125180347 3.844953012205912 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40728125180347,3.8449530122059117
899,El Arroyo,POINT Z (-75.39712046787609 3.847989910341028 0),,2015-03-05T00:00:00+00:00,True,True,False,False,False,False,-75.39712046787609,3.8479899103410276
900,El Espejo,POINT Z (-75.39181403949745 3.851437999313136 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.39181403949745,3.851437999313136
901,Buenavista,POINT Z (-75.3894924973484 3.836813066897478 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3894924973484,3.8368130668974785
902,El Volcán,POINT Z (-75.40007434050493 3.838069207744305 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40007434050493,3.8380692077443053
903,La Tarabita,POINT Z (-75.39473161953983 3.836663776568662 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.39473161953983,3.836663776568662
904,La Palma,POINT Z (-75.40901010080799 3.83566684687183 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40901010080799,3.83566684687183
905,La Tigrera,POINT Z (-75.40978606518675 3.838744789099439 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.40978606518675,3.8387447890994393
906,Miraflores,POINT Z (-75.37604301539216 3.85141565032882 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37604301539216,3.85141565032882
907,Los Planes,POINT Z (-75.37474873127606 3.84998810764911 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37474873127606,3.8499881076491103
908,El Maquito,POINT Z (-75.37127509252173 3.85005923834355 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37127509252173,3.8500592383435497
909,El Totumo,POINT Z (-75.3711414808617 3.848385396791516 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3711414808617,3.848385396791516
910,El Balso,POINT Z (-75.36708974621791 3.843839648032076 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36708974621791,3.8438396480320765
911,El Curo,POINT Z (-75.36871242702259 3.839510994506612 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.36871242702259,3.839510994506612
912,El Maquito,POINT Z (-75.37391386852518 3.836568814052981 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37391386852518,3.836568814052981
913,El Maco,POINT Z (-75.37639574258631 3.84320477809326 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.37639574258631,3.8432047780932597
914,El Volcán,POINT Z (-75.35453773106887 3.849715779599091 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.35453773106887,3.8497157795990913
915,La Peñonosa,POINT Z (-75.35795819412424 3.835857424823583 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.35795819412424,3.8358574248235833
916,Santa Lucía,POINT Z (-75.32123568798934 3.84251882067521 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.32123568798934,3.8425188206752097
917,El Agrado,POINT Z (-75.30153730121498 3.843340190087218 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.30153730121498,3.8433401900872184
918,Casa de Tumbili,POINT Z (-75.30805071926638 3.839170012011993 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.30805071926638,3.839170012011993
919,Buenos Aires,POINT Z (-75.33310464385129 3.789360492889503 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.33310464385129,3.789360492889503
920,Yaguara,POINT Z (-75.34263387747231 3.784726005720382 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.34263387747231,3.784726005720382
921,El Bosque,POINT Z (-75.34536868999301 3.783663744585745 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.34536868999301,3.783663744585745
922,El Sendero,POINT Z (-75.347651331248 3.783188531179867 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.347651331248,3.783188531179867
923,El Dinde,POINT Z (-75.3481379927813 3.789147099408352 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.3481379927813,3.7891470994083525
924,Los Laureles,POINT Z (-75.34641691379775 3.790307523410458 0),,2015-03-05T00:00:00+00:00,False,True,False,False,False,False,-75.34641691379775,3.790307523410458
